,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Solar,Waste,Wind Onshore
2019-01-06 04:00:00+01:00,343.0,6291.0,395.0,215.0,2776.0,2290.0,87.0,53168.0,0.0,260.0,2473.0
2019-01-06 05:00:00+01:00,345.0,5754.0,383.0,215.0,2972.0,2274.0,108.0,53693.0,0.0,259.0,2405.0
2019-01-06 06:00:00+01:00,342.0,6299.0,401.0,215.0,2956.0,2289.0,170.0,54519.0,0.0,259.0,2209.0
2019-01-06 07:00:00+01:00,343.0,6589.0,403.0,215.0,2969.0,2301.0,160.0,54645.0,0.0,260.0,2052.0
2019-01-06 08:00:00+01:00,343.0,6877.0,400.0,216.0,2676.0,2546.0,143.0,54594.0,140.0,259.0,1958.0
2019-01-06 09:00:00+01:00,342.0,7251.0,413.0,216.0,1259.0,2701.0,499.0,54871.0,534.0,260.0,1872.0
2019-01-06 10:00:00+01:00,342.0,7596.0,553.0,215.0,100.0,2902.0,826.0,55065.0,1268.0,230.0,1769.0
2019-01-06 11:00:00+01:00,342.0,7671.0,617.0,216.0,574.0,3030.0,1347.0,55169.0,1813.0,231.0,1719.0
2019-01-06 12:00:00+01:00,342.0,7685.0,602.0,215.0,1210.0,3304.0,1719.0,55231.0,2010.0,232.0,1673.0
2019-01-06 13:00:00+01:00,342.0,7549.0,548.0,215.0,1092.0,3219.0,1015.0,55051.0,1953.0,232.0,1667.0
2019-01-06 14:00:00+01:00,342.0,7587.0,581.0,215.0,115.0,3146.0,978.0,55031.0,1571.0,236.0,1667.0
2019-01-06 15:00:00+01:00,342.0,7854.0,575.0,215.0,661.0,2986.0,585.0,54921.0,975.0,235.0,1684.0
2019-01-06 16:00:00+01:00,342.0,8020.0,589.0,215.0,392.0,2881.0,611.0,55458.0,354.0,236.0,1663.0
2019-01-06 17:00:00+01:00,342.0,7879.0,546.0,216.0,275.0,2993.0,1057.0,55847.0,109.0,254.0,1645.0
2019-01-06 18:00:00+01:00,342.0,8042.0,560.0,215.0,1143.0,3571.0,1869.0,56165.0,0.0,256.0,1628.0
2019-01-06 19:00:00+01:00,342.0,7822.0,544.0,215.0,1770.0,3805.0,1774.0,56086.0,0.0,254.0,1628.0
2019-01-06 20:00:00+01:00,342.0,7661.0,519.0,215.0,1153.0,3547.0,1419.0,55995.0,0.0,254.0,1623.0
2019-01-06 21:00:00+01:00,342.0,7466.0,563.0,215.0,477.0,3057.0,692.0,55963.0,0.0,255.0,1519.0
2019-01-06 22:00:00+01:00,342.0,7436.0,527.0,215.0,1037.0,2711.0,493.0,56016.0,0.0,253.0,1506.0
2019-01-06 23:00:00+01:00,342.0,7539.0,567.0,215.0,545.0,2755.0,521.0,55862.0,0.0,254.0,1568.0
2019-01-07 00:00:00+01:00,341.0,7330.0,433.0,216.0,366.0,2585.0,927.0,55846.0,0.0,254.0,1544.0
2019-01-07 01:00:00+01:00,342.0,7096.0,405.0,215.0,2070.0,2455.0,437.0,55717.0,0.0,254.0,1524.0
2019-01-07 02:00:00+01:00,342.0,6882.0,415.0,215.0,2565.0,2428.0,438.0,55481.0,0.0,254.0,1501.0
2019-01-07 03:00:00+01:00,342.0,6575.0,424.0,216.0,2689.0,2401.0,180.0,55088.0,0.0,251.0,1424.0
2019-01-07 04:00:00+01:00,342.0,6402.0,475.0,216.0,2766.0,2321.0,115.0,55015.0,0.0,250.0,1370.0
2019-01-07 05:00:00+01:00,342.0,6977.0,565.0,215.0,2488.0,2303.0,317.0,55638.0,0.0,252.0,1412.0
2019-01-07 06:00:00+01:00,340.0,7330.0,538.0,215.0,312.0,2702.0,974.0,55738.0,0.0,255.0,1422.0
2019-01-07 07:00:00+01:00,343.0,7370.0,554.0,216.0,547.0,3327.0,2216.0,56144.0,0.0,255.0,1445.0
2019-01-07 08:00:00+01:00,342.0,7610.0,552.0,216.0,1332.0,3798.0,3048.0,56201.0,141.0,256.0,1466.0
2019-01-07 09:00:00+01:00,342.0,7757.0,551.0,215.0,2546.0,4225.0,2928.0,56180.0,536.0,254.0,1466.0
2019-01-07 10:00:00+01:00,343.0,7796.0,537.0,215.0,2668.0,4448.0,2974.0,56182.0,1208.0,251.0,1473.0
2019-01-07 11:00:00+01:00,343.0,7803.0,578.0,215.0,2090.0,4333.0,3245.0,56153.0,1737.0,254.0,1517.0
2019-01-07 12:00:00+01:00,343.0,7689.0,564.0,215.0,1748.0,4228.0,3474.0,56134.0,1978.0,258.0,1607.0
2019-01-07 13:00:00+01:00,343.0,7543.0,542.0,215.0,1324.0,4090.0,3744.0,56101.0,1975.0,261.0,1777.0
2019-01-07 14:00:00+01:00,342.0,7555.0,544.0,216.0,852.0,4061.0,3854.0,56067.0,1598.0,261.0,2005.0
2019-01-07 15:00:00+01:00,336.0,7575.0,579.0,215.0,598.0,3964.0,2408.0,56049.0,1000.0,252.0,2302.0
2019-01-07 16:00:00+01:00,343.0,7571.0,547.0,215.0,576.0,3778.0,2354.0,56230.0,368.0,256.0,2526.0
2019-01-07 17:00:00+01:00,349.0,7656.0,550.0,216.0,1143.0,4023.0,3453.0,56067.0,113.0,252.0,2992.0
2019-01-07 18:00:00+01:00,351.0,7762.0,604.0,216.0,1524.0,4520.0,3485.0,56079.0,0.0,252.0,3647.0
2019-01-07 19:00:00+01:00,352.0,7679.0,574.0,216.0,1449.0,4604.0,3222.0,56093.0,0.0,251.0,4254.0
2019-01-07 20:00:00+01:00,352.0,7579.0,473.0,216.0,673.0,4202.0,2447.0,55645.0,0.0,251.0,4839.0
2019-01-07 21:00:00+01:00,352.0,7726.0,395.0,215.0,294.0,3768.0,1750.0,55739.0,0.0,250.0,5429.0
2019-01-07 22:00:00+01:00,352.0,7597.0,413.0,215.0,62.0,3464.0,1198.0,55544.0,0.0,250.0,6094.0
2019-01-07 23:00:00+01:00,352.0,7494.0,485.0,215.0,96.0,3414.0,958.0,55398.0,0.0,249.0,6653.0
2019-01-08 00:00:00+01:00,352.0,6056.0,401.0,216.0,1114.0,3043.0,744.0,55259.0,0.0,250.0,6916.0
2019-01-08 01:00:00+01:00,353.0,4066.0,411.0,217.0,2125.0,2693.0,383.0,55124.0,0.0,251.0,7081.0
2019-01-08 02:00:00+01:00,353.0,3455.0,467.0,217.0,2588.0,2683.0,104.0,54738.0,0.0,253.0,7077.0
2019-01-08 03:00:00+01:00,353.0,3306.0,365.0,217.0,2672.0,2632.0,95.0,52259.0,0.0,257.0,7138.0
2019-01-08 04:00:00+01:00,353.0,3402.0,380.0,217.0,2616.0,2559.0,155.0,51657.0,0.0,258.0,7313.0
2019-01-08 05:00:00+01:00,353.0,3842.0,423.0,216.0,1964.0,2586.0,292.0,53117.0,0.0,256.0,7279.0
2019-01-08 06:00:00+01:00,354.0,5485.0,503.0,216.0,1252.0,2964.0,1017.0,54817.0,0.0,254.0,6820.0
2019-01-08 07:00:00+01:00,354.0,7185.0,560.0,216.0,514.0,3628.0,2589.0,55397.0,0.0,246.0,6468.0
2019-01-08 08:00:00+01:00,355.0,7750.0,589.0,215.0,1101.0,4191.0,2805.0,55440.0,136.0,242.0,6155.0
2019-01-08 09:00:00+01:00,355.0,8020.0,701.0,216.0,1015.0,4457.0,2318.0,55511.0,398.0,242.0,5914.0
2019-01-08 10:00:00+01:00,356.0,7887.0,926.0,215.0,751.0,4467.0,2267.0,55446.0,791.0,240.0,5724.0
2019-01-08 11:00:00+01:00,355.0,7957.0,988.0,216.0,526.0,4284.0,2327.0,55456.0,1178.0,247.0,5630.0
2019-01-08 12:00:00+01:00,355.0,7738.0,946.0,216.0,490.0,4271.0,2162.0,55489.0,1394.0,258.0,5976.0
2019-01-08 13:00:00+01:00,354.0,7526.0,904.0,217.0,521.0,4075.0,2080.0,55491.0,1322.0,253.0,6016.0
2019-01-08 14:00:00+01:00,353.0,7466.0,931.0,217.0,177.0,3991.0,2303.0,55447.0,1135.0,255.0,5742.0
2019-01-08 15:00:00+01:00,353.0,7612.0,916.0,217.0,10.0,3894.0,2188.0,55403.0,675.0,252.0,5747.0
2019-01-08 16:00:00+01:00,354.0,7542.0,813.0,217.0,2.0,3882.0,2303.0,55511.0,307.0,251.0,5603.0
2019-01-08 17:00:00+01:00,354.0,7518.0,746.0,217.0,503.0,3972.0,2792.0,55510.0,132.0,257.0,5545.0
2019-01-08 18:00:00+01:00,353.0,7723.0,538.0,217.0,1301.0,4399.0,3282.0,55379.0,0.0,269.0,5790.0
2019-01-08 19:00:00+01:00,353.0,7864.0,291.0,218.0,2252.0,4588.0,3208.0,55258.0,0.0,272.0,5879.0
2019-01-08 20:00:00+01:00,354.0,7777.0,32.0,217.0,1308.0,4323.0,2876.0,55240.0,0.0,270.0,5673.0
2019-01-08 21:00:00+01:00,352.0,7723.0,32.0,217.0,144.0,3884.0,2217.0,55313.0,0.0,266.0,5784.0
2019-01-08 22:00:00+01:00,353.0,7834.0,32.0,217.0,27.0,3612.0,1713.0,55342.0,0.0,258.0,5724.0
2019-01-08 23:00:00+01:00,353.0,7688.0,40.0,216.0,186.0,3484.0,1563.0,55179.0,0.0,257.0,5801.0
2019-01-09 00:00:00+01:00,353.0,6308.0,40.0,216.0,416.0,3249.0,1840.0,55154.0,0.0,259.0,5775.0
2019-01-09 01:00:00+01:00,353.0,5223.0,40.0,216.0,605.0,2801.0,1574.0,55058.0,0.0,259.0,5953.0
2019-01-09 02:00:00+01:00,353.0,5077.0,39.0,217.0,919.0,2698.0,596.0,54674.0,0.0,259.0,6318.0
2019-01-09 03:00:00+01:00,353.0,4513.0,31.0,217.0,1800.0,2697.0,460.0,53861.0,0.0,260.0,6374.0
2019-01-09 04:00:00+01:00,354.0,4593.0,26.0,217.0,1988.0,2685.0,402.0,54337.0,0.0,260.0,6476.0
2019-01-09 05:00:00+01:00,353.0,4779.0,26.0,217.0,2217.0,2783.0,564.0,54678.0,0.0,261.0,6624.0
2019-01-09 06:00:00+01:00,354.0,6153.0,25.0,217.0,759.0,2931.0,1262.0,55421.0,0.0,268.0,6654.0
2019-01-09 07:00:00+01:00,354.0,7813.0,25.0,216.0,772.0,3761.0,2320.0,55595.0,0.0,264.0,6519.0
2019-01-09 08:00:00+01:00,354.0,8227.0,26.0,217.0,1061.0,4254.0,3095.0,55697.0,156.0,263.0,6192.0
2019-01-09 09:00:00+01:00,357.0,8273.0,25.0,217.0,1539.0,4355.0,3333.0,55708.0,560.0,266.0,5813.0
2019-01-09 10:00:00+01:00,358.0,8292.0,26.0,217.0,1598.0,4298.0,3318.0,55728.0,1381.0,268.0,5618.0
2019-01-09 11:00:00+01:00,353.0,8199.0,25.0,217.0,1016.0,4093.0,2895.0,55700.0,2275.0,270.0,5522.0
2019-01-09 12:00:00+01:00,353.0,8065.0,26.0,217.0,710.0,3930.0,2610.0,55618.0,2721.0,270.0,5879.0
2019-01-09 13:00:00+01:00,353.0,8129.0,25.0,217.0,492.0,3776.0,2494.0,55615.0,2439.0,265.0,6326.0
2019-01-09 14:00:00+01:00,352.0,8108.0,25.0,217.0,374.0,3639.0,2160.0,55669.0,1794.0,262.0,6424.0
